Cluster,Rule,Coverage Cluster,Coverage Global,Coverage Difference,Abs Coverage Difference
1,"frozenset({'husband_occupation_2', 'standard_of_living_index_4', 'edu_interaction_(12.0, 16.0]'})",0.08210332103321033,0.07640067911714771,0.005702641916062623,0.005702641916062623
